Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
28,Male,Low,Vegetarian,6.9,43,5.9,1.9,3.2,Low
48,Female,High,Vegan,8.2,59,3.2,5.6,6.5,High
45,Female,Low,Vegan,7.4,36,4.8,1.6,7.6,Low
61,Male,Moderate,Vegan,6.3,24,7.9,3.0,9.8,High
23,Male,Low,Balanced,7.6,21,3.2,5.0,4.4,Low
58,Female,Low,Vegan,5.6,31,5.8,5.3,1.6,Low
33,Other,Moderate,Keto,4.2,24,5.5,6.1,9.9,Moderate
21,Male,Moderate,Junk Food,8.6,39,5.4,7.4,6.6,High
52,Female,Low,Vegan,5.7,27,5.7,1.4,9.5,Low
43,Female,High,Vegan,6.0,20,5.0,1.7,1.9,High
29,Other,Low,Vegan,6.2,25,2.1,1.5,4.1,Low
28,Female,Moderate,Keto,5.6,30,7.4,4.8,2.2,Moderate
54,Female,High,Vegan,8.2,22,7.0,1.4,8.5,Moderate
42,Male,Moderate,Vegan,7.1,50,3.0,7.7,8.9,Moderate
35,Male,Moderate,Junk Food,6.0,47,4.5,3.0,5.5,Moderate
36,Other,High,Keto,4.6,24,6.6,9.5,2.7,Low
40,Other,Moderate,Keto,7.0,45,7.9,5.4,2.1,High
55,Female,Moderate,Vegan,2.8,35,7.7,5.0,6.3,Moderate
35,Male,Moderate,Keto,6.8,50,7.4,8.0,5.6,Moderate
43,Other,Moderate,Vegetarian,8.5,47,3.0,7.4,7.3,Moderate
23,Other,Moderate,Keto,6.6,26,7.5,6.5,3.7,High
21,Other,Moderate,Keto,8.3,57,7.3,9.4,4.6,Low
61,Female,Moderate,Keto,4.7,28,4.3,4.8,1.2,Low
46,Male,Moderate,Balanced,9.6,58,4.4,8.3,6.5,Low
51,Other,Moderate,Balanced,8.1,54,4.8,4.4,4.8,Low
34,Male,Low,Balanced,7.2,46,5.9,8.5,9.3,High
60,Other,Low,Keto,5.6,31,3.6,3.3,6.8,High
60,Other,Moderate,Vegetarian,5.4,44,2.1,3.6,4.6,High
33,Male,Low,Keto,6.4,48,2.8,7.1,3.4,Moderate
19,Male,High,Vegan,8.3,50,4.6,2.9,9.1,High
51,Male,Low,Vegetarian,4.5,53,3.7,3.1,1.1,Low
25,Female,Moderate,Balanced,6.5,52,6.6,3.7,3.9,High
30,Other,Moderate,Junk Food,7.6,46,2.6,7.1,9.5,Moderate
59,Female,Low,Vegetarian,7.9,21,7.5,9.0,6.9,Low
25,Male,Moderate,Balanced,7.6,33,7.4,7.1,5.8,High
47,Other,High,Vegetarian,4.4,32,7.5,8.5,2.8,Low
49,Female,High,Vegetarian,8.2,43,6.4,5.9,8.5,Low
53,Other,Moderate,Keto,6.6,24,2.6,1.6,2.8,High
64,Female,High,Vegan,4.9,53,4.6,1.9,3.2,High
47,Male,High,Junk Food,6.5,42,2.8,6.0,2.7,Moderate
18,Female,Low,Balanced,3.6,38,7.9,4.0,2.4,High
60,Other,High,Vegetarian,7.4,49,4.0,3.0,9.6,High
56,Other,Low,Junk Food,6.3,35,5.5,5.2,6.4,High
34,Other,Moderate,Vegetarian,4.6,59,6.7,7.0,6.7,Low
37,Other,Low,Vegan,6.1,53,7.5,4.5,9.6,Moderate
41,Male,Moderate,Junk Food,5.4,30,6.5,8.2,3.1,Low
39,Female,Moderate,Balanced,5.5,33,6.0,7.6,1.1,High
46,Male,Moderate,Vegetarian,3.1,34,4.8,7.6,6.4,Moderate
39,Male,Moderate,Vegan,4.0,54,5.6,9.9,5.6,High
61,Male,Moderate,Junk Food,6.2,26,2.6,3.7,5.3,Low
26,Other,Low,Vegetarian,5.9,48,7.3,6.8,1.6,Low
54,Other,Moderate,Vegetarian,8.0,41,5.3,8.7,5.1,High
27,Other,High,Balanced,5.6,42,2.2,6.2,3.6,Moderate
53,Female,High,Vegan,5.7,43,7.5,8.1,3.5,Low
54,Other,Moderate,Keto,5.8,54,4.9,4.7,3.0,High
45,Female,High,Vegetarian,6.2,29,7.2,6.3,4.0,High
45,Other,Low,Junk Food,6.6,27,7.1,1.5,4.2,High
59,Other,Low,Balanced,5.9,31,6.9,9.9,3.8,Moderate
60,Male,Moderate,Balanced,7.4,48,2.4,8.2,9.8,High
38,Male,Moderate,Vegetarian,10.0,48,3.5,8.8,9.4,High
41,Male,Moderate,Vegetarian,5.3,42,7.3,7.2,6.2,Low
59,Female,High,Vegetarian,7.1,45,7.4,2.7,9.8,High
57,Female,High,Keto,6.5,56,4.7,1.3,9.9,Moderate
19,Other,Low,Vegetarian,8.1,51,4.6,8.8,4.2,High
25,Female,High,Vegan,6.8,57,3.1,4.6,5.0,Moderate
44,Other,Low,Junk Food,5.4,25,7.8,3.4,9.6,High
39,Female,High,Vegetarian,4.8,27,3.3,6.1,6.5,High
54,Female,Low,Keto,7.4,36,3.1,4.8,2.9,High
44,Female,Moderate,Junk Food,4.9,31,6.0,6.9,7.2,Moderate
46,Male,High,Balanced,8.3,41,3.5,5.4,2.9,Low
20,Female,Low,Vegetarian,7.3,33,7.6,7.3,4.1,Moderate
61,Male,High,Junk Food,6.6,53,2.1,8.7,3.0,Low
30,Male,Moderate,Balanced,4.5,38,2.0,2.8,3.2,Moderate
62,Female,Low,Keto,7.5,25,5.0,4.0,1.0,High
27,Other,High,Vegan,8.9,37,4.9,4.9,8.9,High
53,Other,High,Vegetarian,5.9,55,3.0,9.7,3.7,Low
26,Other,Moderate,Vegan,5.4,56,5.0,4.3,1.8,Low
44,Female,Moderate,Keto,6.4,57,4.5,4.4,1.8,Moderate
51,Other,Low,Junk Food,7.2,34,7.3,6.9,6.0,Moderate
18,Male,High,Junk Food,5.7,57,2.1,4.8,9.9,Low
49,Other,High,Keto,7.8,59,7.9,9.6,2.3,Low
42,Female,Moderate,Keto,9.4,28,5.7,9.1,1.9,Moderate
46,Other,Moderate,Vegetarian,7.0,25,2.9,5.6,4.9,Low
24,Male,Low,Balanced,6.0,21,2.3,6.8,6.1,Low
20,Female,High,Vegan,7.2,35,5.2,1.5,3.6,Low
37,Other,High,Vegan,8.3,20,3.4,7.3,3.7,Low
37,Female,Low,Junk Food,6.7,49,3.8,7.4,4.8,High
47,Female,Low,Junk Food,7.2,52,3.5,4.2,3.8,High
52,Female,Moderate,Vegetarian,7.6,20,5.9,3.0,9.2,Low
52,Other,Moderate,Keto,5.2,58,5.3,9.2,1.4,Moderate
56,Female,Low,Vegan,7.2,35,2.5,4.8,3.1,High
44,Other,Low,Vegetarian,4.5,36,5.2,6.9,8.3,Moderate
43,Male,High,Junk Food,5.5,57,6.7,1.3,8.5,Moderate
31,Other,Low,Junk Food,8.2,37,2.5,4.7,2.0,High
34,Male,Low,Vegan,7.8,41,7.3,8.4,9.8,Moderate
35,Other,High,Junk Food,6.1,41,5.5,4.5,7.2,Moderate
62,Female,Low,Junk Food,9.1,54,7.7,6.4,3.5,Low
46,Other,Moderate,Balanced,4.5,50,2.9,2.9,5.1,Low
37,Female,Moderate,Keto,6.2,59,8.0,4.7,3.7,Low
44,Male,High,Junk Food,6.9,46,5.9,9.3,2.4,High
35,Other,Low,Balanced,2.3,55,5.4,6.1,3.6,Low
21,Female,Moderate,Vegetarian,6.3,23,5.1,9.1,6.2,Moderate
18,Male,Moderate,Junk Food,4.8,24,2.1,9.1,8.4,Moderate
18,Male,Moderate,Vegetarian,4.8,44,7.6,9.5,4.3,Moderate
43,Other,Moderate,Junk Food,6.1,50,5.9,9.1,4.1,Moderate
62,Male,Low,Vegan,3.8,33,2.5,1.0,5.2,Moderate
37,Female,Low,Balanced,5.3,49,2.1,9.4,6.8,High
40,Male,Low,Balanced,3.8,31,2.3,2.2,7.8,Moderate
27,Male,Low,Vegan,6.7,46,5.7,1.4,3.9,High
28,Female,Moderate,Keto,6.7,43,5.7,1.5,6.3,Moderate
58,Male,High,Balanced,6.0,49,5.0,4.1,4.5,High
58,Male,High,Vegetarian,8.0,37,3.8,6.6,7.4,High
22,Male,Moderate,Balanced,6.1,33,5.2,4.6,2.5,Moderate
18,Male,Moderate,Keto,6.5,38,5.1,1.2,3.3,Moderate
34,Female,High,Vegetarian,5.1,41,2.1,5.3,4.8,Moderate
39,Male,High,Vegetarian,3.0,45,3.7,5.0,9.0,Moderate
51,Female,Moderate,Vegan,6.3,26,2.3,7.8,6.2,Low
62,Male,Moderate,Junk Food,6.1,47,7.4,3.5,9.7,Low
58,Male,Low,Vegan,9.1,57,6.4,3.0,1.9,High
46,Male,Low,Junk Food,7.5,24,8.0,3.3,5.1,High
21,Male,High,Vegan,5.9,55,3.8,3.7,4.8,Low
22,Female,Moderate,Junk Food,6.7,37,7.3,6.4,6.4,High
28,Female,High,Balanced,7.9,33,5.6,5.2,8.3,Moderate
38,Female,Low,Vegetarian,7.3,42,4.7,4.0,8.6,High
52,Other,Low,Junk Food,9.0,33,3.3,4.4,7.0,High
29,Male,High,Balanced,5.3,51,6.4,4.3,6.8,High
43,Male,Low,Keto,8.0,24,7.4,9.8,9.5,Low
36,Female,Moderate,Vegan,5.9,41,3.4,3.1,4.5,Low
62,Other,High,Keto,6.8,47,3.1,8.4,8.5,High
24,Male,Moderate,Balanced,5.7,31,6.2,7.4,9.3,Moderate
64,Female,Moderate,Keto,6.3,37,7.9,1.1,5.4,High
24,Male,Low,Keto,6.8,55,6.5,9.9,7.6,Low
43,Male,Moderate,Balanced,7.4,50,3.7,7.8,4.4,Moderate
57,Female,High,Vegetarian,6.6,32,4.5,7.1,2.4,High
22,Female,Moderate,Junk Food,2.8,39,4.3,4.6,6.3,Low
38,Male,Moderate,Vegan,6.4,55,7.1,6.0,2.8,Moderate
31,Male,Moderate,Junk Food,8.7,26,6.6,3.3,5.1,High
21,Female,Moderate,Vegan,6.4,42,5.5,1.3,8.9,Low
40,Male,Moderate,Junk Food,8.7,53,3.6,8.5,1.8,Moderate
59,Male,Low,Keto,6.3,51,7.6,9.1,1.3,High
37,Female,High,Vegetarian,4.1,40,5.9,2.5,6.5,Moderate
32,Male,Low,Keto,5.9,25,7.8,8.1,4.0,Moderate
62,Male,High,Vegetarian,5.7,35,5.5,7.7,4.8,Moderate
46,Other,High,Balanced,6.2,54,6.9,2.6,4.7,Low
25,Female,High,Vegan,4.7,39,6.9,4.8,1.8,High
58,Other,High,Vegan,6.5,30,4.0,4.8,1.0,Moderate
36,Other,High,Balanced,6.0,51,7.8,7.8,9.1,Moderate
56,Other,Moderate,Junk Food,8.4,33,2.1,8.5,3.0,Moderate
63,Male,Low,Balanced,4.7,43,6.6,1.9,4.8,Low
45,Male,Low,Balanced,6.9,58,7.8,6.1,9.7,Moderate
63,Other,Moderate,Vegetarian,7.1,50,4.0,7.9,8.4,Low
44,Other,High,Balanced,7.7,36,5.9,8.1,2.0,Low
21,Other,Low,Vegan,6.0,44,5.4,2.3,5.6,Moderate
32,Male,Moderate,Keto,6.8,28,6.6,5.7,7.6,Moderate
52,Other,Moderate,Vegetarian,7.0,41,7.2,8.7,7.3,Low
54,Other,Low,Vegetarian,4.0,54,5.6,3.9,7.8,Low
18,Female,Low,Junk Food,6.0,56,6.9,4.8,5.1,Moderate
20,Female,High,Keto,6.5,36,3.9,8.2,2.6,Low
64,Male,High,Vegetarian,6.6,47,3.4,1.8,5.2,Low
41,Female,Low,Balanced,6.6,20,4.6,8.7,6.8,Moderate
44,Female,High,Vegetarian,7.2,28,6.1,3.8,6.5,Moderate
57,Female,Moderate,Vegetarian,9.4,32,3.1,1.0,1.6,High
53,Male,High,Vegetarian,5.6,51,6.1,3.1,1.6,Moderate
51,Female,High,Junk Food,7.1,47,4.4,1.8,9.7,Moderate
46,Male,Moderate,Vegetarian,8.5,50,6.8,1.8,2.4,Moderate
41,Other,High,Vegetarian,3.8,27,2.2,7.2,3.7,High
41,Female,Moderate,Junk Food,6.9,27,6.0,2.9,7.9,Low
59,Male,High,Keto,4.0,53,5.9,9.4,4.7,Moderate
21,Female,Low,Vegan,9.8,42,7.6,5.6,2.6,Moderate
20,Other,High,Junk Food,7.3,29,6.3,5.1,5.2,High
51,Male,Low,Junk Food,7.1,56,6.8,4.9,6.1,High
40,Male,Low,Vegetarian,3.7,44,7.4,7.2,5.1,High
40,Male,Low,Vegetarian,5.7,52,6.1,5.1,9.3,Low
62,Other,Low,Vegan,5.8,23,3.7,2.2,3.6,High
22,Other,Low,Vegetarian,9.1,26,7.2,8.9,7.0,Low
48,Other,Moderate,Balanced,7.6,52,6.5,4.9,2.0,Moderate
58,Male,Moderate,Vegetarian,4.0,21,4.5,1.7,4.5,Moderate
23,Other,Moderate,Vegetarian,7.2,51,6.3,5.8,7.7,Moderate
54,Female,Low,Balanced,4.2,24,7.2,6.8,3.0,High
27,Other,High,Vegan,4.1,36,7.9,3.5,6.3,Moderate
57,Male,Moderate,Balanced,7.2,31,7.7,8.2,2.4,High
24,Female,High,Junk Food,7.6,31,4.0,7.0,1.9,Low
56,Other,High,Balanced,7.2,54,4.5,6.9,5.7,Moderate
55,Female,Low,Keto,9.3,40,2.7,4.8,7.1,Low
38,Female,Low,Junk Food,7.1,40,3.5,9.7,2.0,High
37,Male,Low,Vegetarian,6.8,21,7.3,3.5,9.3,High
20,Female,Moderate,Junk Food,4.7,40,4.2,6.2,3.0,Moderate
39,Female,Low,Vegan,7.8,34,5.7,3.8,2.1,Moderate
64,Male,Moderate,Vegan,4.0,30,6.0,7.7,2.8,High
21,Male,Moderate,Balanced,9.5,29,6.7,1.4,2.5,Moderate
45,Male,Moderate,Junk Food,7.8,37,3.1,1.4,1.8,Moderate
29,Female,Moderate,Vegetarian,10.7,42,3.8,8.3,8.2,Low
55,Female,Low,Vegan,7.1,50,4.7,4.9,5.5,High
53,Female,Moderate,Vegetarian,7.9,45,4.2,4.1,4.5,Low
64,Male,Low,Keto,6.1,21,7.9,6.5,9.6,Moderate
58,Other,Low,Vegan,6.4,58,7.0,7.3,4.3,Low
22,Female,Moderate,Balanced,4.9,26,4.9,2.8,2.5,High
30,Other,Low,Keto,4.3,43,7.3,2.7,3.5,Low
40,Male,High,Junk Food,6.8,58,4.1,9.6,3.2,Low
47,Female,Low,Vegetarian,6.4,51,6.7,6.3,5.5,Moderate
54,Other,Low,Vegan,4.9,45,3.3,4.5,3.6,High
42,Female,Moderate,Keto,5.2,42,6.6,8.2,5.6,Moderate
44,Female,Moderate,Keto,6.5,33,4.7,5.7,7.0,Moderate
31,Female,Low,Vegan,4.9,48,2.6,3.2,8.0,High
64,Other,Moderate,Junk Food,7.0,44,3.6,2.9,7.4,Low
53,Male,High,Junk Food,4.9,50,4.4,4.6,2.9,Moderate
56,Female,High,Balanced,6.9,21,6.5,8.7,2.0,Low
33,Male,Moderate,Junk Food,4.8,21,2.4,1.6,5.9,High
39,Male,Low,Balanced,4.8,42,6.0,3.0,2.8,Moderate
38,Other,High,Keto,3.0,30,6.3,9.0,1.8,Low
38,Other,High,Vegan,6.3,48,5.9,2.1,5.7,Low
25,Male,Low,Junk Food,8.7,54,6.6,6.7,3.9,Moderate
33,Female,Moderate,Balanced,8.6,28,3.1,2.9,7.8,High
48,Other,High,Keto,7.0,51,5.5,6.5,3.8,Low
59,Female,Low,Junk Food,3.5,49,7.6,4.4,9.8,High
27,Female,Low,Vegetarian,7.8,34,5.7,1.9,7.8,Moderate
49,Female,High,Keto,6.8,33,5.7,6.2,1.5,Low
51,Male,Moderate,Junk Food,5.9,36,6.4,7.1,5.6,Low
26,Female,High,Keto,8.3,41,4.0,7.1,6.1,Low
34,Male,Low,Vegan,7.4,49,6.2,6.7,7.3,High
28,Male,High,Vegan,9.4,36,7.5,5.5,5.5,Low
49,Female,Moderate,Vegan,4.4,35,2.1,5.7,5.4,Low
27,Female,Low,Vegetarian,4.5,27,7.2,6.7,4.3,Moderate
39,Female,Moderate,Vegan,4.8,58,3.3,7.2,3.4,Low
34,Female,High,Vegetarian,6.1,50,4.7,6.9,9.5,High
21,Male,High,Vegan,8.9,31,7.1,6.3,3.9,Moderate
64,Female,Moderate,Keto,5.6,52,6.9,2.4,1.6,Moderate
42,Female,High,Junk Food,5.6,31,7.4,2.9,2.5,Low
38,Male,Moderate,Junk Food,7.1,44,7.6,3.3,8.7,Moderate
54,Other,High,Vegan,7.8,57,4.7,9.3,6.3,Low
55,Other,Moderate,Junk Food,3.1,37,5.9,7.8,8.0,Moderate
18,Male,Moderate,Vegan,8.1,38,4.3,6.0,8.3,High
42,Other,Low,Vegan,5.5,22,4.1,3.3,8.4,Low
53,Male,Low,Balanced,6.3,54,4.6,2.0,6.0,High
34,Female,Moderate,Balanced,8.6,24,6.5,9.1,2.6,Low
58,Female,High,Balanced,6.2,54,5.0,9.0,2.3,High
41,Other,High,Vegetarian,4.2,46,6.9,2.0,6.2,High
19,Female,High,Balanced,4.3,56,6.5,8.2,4.3,Moderate
57,Other,Moderate,Vegan,6.5,40,2.1,5.0,6.0,Low
32,Other,Moderate,Keto,6.0,35,5.8,3.9,5.5,Moderate
49,Female,Moderate,Balanced,6.6,47,4.6,7.7,6.4,High
56,Female,Moderate,Balanced,5.9,44,4.7,6.5,1.3,Low
23,Other,Low,Keto,8.4,52,6.9,8.0,1.3,High
18,Female,Moderate,Vegan,6.5,36,5.3,1.7,7.5,High
64,Male,High,Vegetarian,3.9,49,7.3,3.9,2.7,High
40,Female,Low,Balanced,7.7,23,6.3,3.9,6.9,High
56,Female,High,Keto,9.4,21,5.3,4.0,5.9,Moderate
34,Male,Moderate,Vegan,6.7,28,6.5,5.5,9.8,High
51,Female,Low,Junk Food,6.8,50,2.2,3.5,8.5,Moderate
58,Female,Moderate,Vegetarian,5.3,44,2.2,5.0,4.7,High
46,Other,Low,Keto,6.1,56,2.5,4.3,6.5,Low
26,Female,High,Keto,7.3,55,4.6,7.6,2.1,High
30,Female,Moderate,Keto,8.2,24,3.4,6.4,4.5,High
23,Male,Moderate,Balanced,7.2,43,7.9,6.9,7.6,Low
23,Other,Low,Junk Food,9.2,43,5.3,2.9,6.6,Low
37,Other,Low,Vegetarian,6.6,48,6.0,3.9,5.4,High
20,Other,Moderate,Vegan,4.8,50,3.7,1.2,2.6,High
34,Female,Low,Vegan,4.9,56,3.9,2.0,8.2,Moderate
29,Other,Moderate,Junk Food,8.4,38,4.0,3.4,3.5,Low
64,Male,Low,Keto,8.0,42,6.2,1.6,8.4,Low
62,Other,High,Keto,4.0,54,4.8,6.4,6.5,Moderate
18,Male,Low,Keto,6.2,25,5.1,10.0,4.4,High
34,Other,High,Keto,6.2,25,5.6,1.9,1.4,High
20,Other,Low,Keto,5.4,56,6.6,8.4,3.1,Low
43,Male,Low,Junk Food,4.4,49,2.5,2.1,9.0,Moderate
32,Other,Moderate,Balanced,5.3,20,6.7,7.0,8.4,High
53,Other,Low,Vegetarian,5.1,27,5.4,6.8,6.2,Low
49,Other,Low,Keto,4.4,47,6.0,9.1,5.2,High
49,Female,High,Balanced,7.7,44,4.0,2.0,6.8,High
21,Male,Low,Vegan,6.9,52,4.5,3.8,5.2,High
35,Other,Moderate,Junk Food,5.8,57,3.4,1.8,6.8,Low
36,Male,High,Balanced,3.4,33,7.9,4.7,3.8,Moderate
60,Male,Moderate,Keto,6.1,30,5.0,9.2,8.5,Moderate
52,Male,Moderate,Keto,7.3,21,8.0,8.0,7.3,High
57,Other,Moderate,Keto,5.4,49,4.9,7.5,4.0,Moderate
31,Other,Moderate,Balanced,4.8,49,3.3,5.8,8.5,High
50,Male,High,Keto,6.3,23,5.0,9.0,5.4,Low
31,Female,Low,Balanced,7.0,32,2.2,5.0,2.6,Low
51,Male,Moderate,Keto,3.5,26,7.4,2.3,1.7,Low
21,Female,High,Vegan,8.5,57,6.9,8.5,7.3,High
41,Male,Moderate,Vegan,4.6,22,6.4,3.5,8.8,Moderate
46,Male,Low,Vegetarian,5.9,28,5.7,1.5,8.3,Low
36,Male,High,Keto,8.3,33,5.5,2.1,6.9,High
23,Other,High,Keto,6.7,30,8.0,6.5,2.3,Moderate
50,Female,Low,Balanced,8.1,56,3.7,6.5,1.8,Moderate
57,Female,High,Balanced,8.8,33,6.7,3.3,4.1,Moderate
36,Male,Low,Keto,4.3,38,5.5,7.5,8.7,High
18,Other,High,Vegetarian,7.9,27,7.9,8.0,9.7,High
22,Other,High,Keto,8.5,26,7.0,9.3,3.2,High
44,Female,Low,Balanced,5.9,26,8.0,6.3,7.9,Low
33,Other,Low,Keto,6.1,22,5.5,8.0,6.2,High
23,Female,High,Balanced,3.6,22,3.2,7.8,1.3,Low
57,Female,High,Keto,7.7,37,5.0,3.3,5.9,Low
30,Female,Low,Junk Food,2.7,52,6.3,3.8,8.3,Low
52,Other,Low,Balanced,8.0,56,6.6,5.3,3.5,High
36,Female,High,Vegetarian,4.4,47,2.0,1.2,9.1,Low
29,Female,High,Junk Food,8.6,55,5.0,3.7,3.1,High
33,Male,High,Keto,7.1,35,3.4,5.3,1.7,High
60,Female,Low,Balanced,8.0,34,7.2,2.0,2.4,Low
27,Female,High,Junk Food,5.3,48,2.9,2.1,8.5,Low
42,Male,Moderate,Vegetarian,4.5,37,6.0,5.2,4.8,Low
37,Male,Low,Balanced,3.9,38,3.6,7.6,8.2,High
48,Other,High,Junk Food,8.1,48,4.1,8.5,5.8,High
21,Female,Low,Junk Food,7.5,25,7.6,5.9,5.3,Low
61,Other,Moderate,Junk Food,7.5,46,3.4,5.3,8.3,Low
40,Other,Low,Vegan,6.9,26,2.6,4.5,4.8,Moderate
19,Male,High,Keto,7.3,46,2.4,2.7,8.2,Low
39,Other,Moderate,Balanced,6.1,38,5.0,2.3,1.9,Moderate
54,Female,Moderate,Balanced,7.1,36,5.9,8.1,6.7,Moderate
25,Male,High,Balanced,5.2,30,4.0,5.2,7.3,High
24,Female,High,Junk Food,6.0,24,6.1,8.1,9.1,High
31,Female,High,Keto,11.1,21,2.4,7.3,3.0,Moderate
20,Male,Low,Vegetarian,6.6,31,7.1,2.7,6.4,Moderate
33,Female,Low,Balanced,3.5,30,6.9,5.6,4.9,Low
36,Male,Low,Keto,5.9,29,7.9,5.0,4.4,Moderate
35,Female,High,Keto,4.9,47,7.6,4.8,2.0,Low
33,Male,High,Vegan,6.7,26,4.1,5.9,2.2,High
25,Other,Low,Balanced,5.2,33,4.4,9.8,8.5,Low
50,Female,Moderate,Junk Food,6.2,32,6.5,8.3,7.7,High
29,Male,Low,Keto,5.4,24,2.8,9.1,4.4,Moderate
28,Female,Moderate,Keto,6.8,27,3.9,1.3,8.5,Moderate
22,Female,High,Vegetarian,5.6,20,2.7,2.3,1.7,Moderate
44,Female,High,Vegan,7.0,24,4.7,1.8,6.6,Low
29,Male,Low,Keto,9.4,30,5.3,3.4,8.8,High
34,Other,Low,Keto,4.8,29,3.3,5.0,8.5,High
23,Other,High,Junk Food,7.6,34,2.2,6.8,4.4,High
50,Other,Low,Junk Food,2.8,58,6.3,5.5,7.7,High
22,Male,High,Vegetarian,6.2,48,2.1,9.1,4.8,High
45,Other,High,Vegetarian,6.8,44,7.8,9.5,8.6,Low
31,Male,Moderate,Vegetarian,5.4,25,3.3,2.5,5.8,High
22,Female,Low,Junk Food,3.8,30,6.0,8.7,7.9,Moderate
50,Female,High,Junk Food,6.4,36,4.6,5.3,1.7,High
58,Other,Low,Vegan,8.8,34,2.4,5.1,6.3,Moderate
36,Male,Moderate,Balanced,6.3,35,4.8,8.1,6.0,Low
39,Female,Moderate,Balanced,7.3,21,5.1,1.8,6.5,Low
22,Male,Low,Vegan,8.2,55,7.1,8.9,7.3,Moderate
19,Male,Low,Balanced,10.2,38,6.4,7.0,9.3,High
47,Female,High,Junk Food,4.9,57,2.5,8.9,8.1,Low
64,Male,Moderate,Balanced,5.1,40,3.3,10.0,3.0,Low
56,Female,Moderate,Junk Food,6.1,30,3.9,5.7,8.4,Low
21,Female,Moderate,Vegan,7.4,22,2.7,1.8,2.1,High
50,Female,Low,Vegetarian,3.0,53,4.7,2.5,6.6,Moderate
30,Male,High,Vegan,7.5,37,7.9,3.9,8.9,Moderate
37,Female,Low,Balanced,6.7,34,5.1,1.9,1.9,High
24,Male,Low,Junk Food,5.7,44,6.5,8.3,8.6,Low
32,Female,Low,Balanced,7.1,34,6.1,3.7,8.2,High
40,Female,High,Balanced,7.8,49,7.1,9.8,5.5,High
31,Other,Low,Vegetarian,8.0,36,3.3,7.3,3.8,Moderate
40,Other,Moderate,Balanced,6.5,37,6.5,2.6,4.6,High
36,Other,Moderate,Vegetarian,7.0,50,7.3,5.3,9.7,High
46,Male,Moderate,Junk Food,6.9,37,3.0,5.2,2.8,Low
37,Male,High,Junk Food,8.3,54,4.1,5.4,6.2,Low
46,Female,Low,Vegetarian,7.1,32,7.8,5.8,1.7,Moderate
41,Female,High,Vegan,7.5,33,6.7,1.3,3.0,Low
35,Female,Low,Junk Food,7.8,55,3.7,7.2,7.9,High
27,Female,Moderate,Vegan,9.4,37,5.4,5.4,3.7,High
58,Male,Low,Junk Food,5.6,24,4.4,8.1,9.9,High
25,Female,Low,Junk Food,8.9,33,4.9,8.3,5.5,Moderate
43,Female,Low,Keto,10.2,44,4.1,3.1,5.6,Low
46,Other,High,Balanced,5.7,58,3.7,1.4,1.3,High
27,Female,Low,Balanced,6.2,31,6.0,7.3,9.6,Low
34,Female,Low,Vegan,5.9,59,6.7,9.8,2.6,Low
19,Female,Low,Balanced,7.5,47,7.2,5.0,5.8,Low
23,Male,High,Vegan,3.7,54,2.9,3.3,4.6,Low
22,Other,High,Junk Food,5.8,20,6.9,2.4,4.7,Moderate
45,Female,High,Keto,6.1,22,3.5,3.6,6.8,Moderate
58,Female,Low,Keto,6.0,26,4.6,4.0,7.0,Moderate
22,Other,Moderate,Junk Food,5.9,28,7.4,4.8,2.4,High
35,Female,Moderate,Vegetarian,5.8,55,4.7,6.9,5.5,High
43,Male,Moderate,Vegetarian,7.7,42,3.2,3.5,8.1,High
37,Female,Low,Balanced,7.3,43,3.0,1.5,5.0,Moderate
58,Male,Moderate,Vegan,9.1,29,4.8,4.4,2.5,Low
44,Male,Moderate,Keto,7.7,31,6.6,8.7,3.8,Moderate
29,Female,Moderate,Balanced,4.9,38,8.0,5.5,2.9,High
24,Other,Low,Junk Food,6.2,51,6.7,9.7,2.1,High
20,Male,Moderate,Keto,6.1,43,7.3,5.5,4.4,Low
27,Other,Moderate,Vegan,6.9,41,6.5,3.5,5.9,Moderate
51,Female,Low,Vegan,8.1,22,7.4,2.7,1.7,Low
42,Male,High,Vegetarian,6.8,59,2.5,7.3,6.4,Moderate
52,Female,Moderate,Balanced,6.8,46,7.6,5.8,9.9,High
33,Other,High,Junk Food,6.5,38,4.4,6.4,9.7,Low
19,Female,Moderate,Keto,7.7,28,7.5,7.8,8.5,Low
41,Female,Low,Vegan,5.6,32,2.5,7.5,3.4,Moderate
27,Male,High,Keto,4.3,21,6.3,1.4,1.2,Moderate
55,Female,High,Junk Food,7.5,55,6.4,8.2,8.5,Moderate
39,Female,High,Keto,7.1,48,8.0,5.8,1.5,High
43,Female,High,Balanced,8.5,30,6.6,4.5,2.9,Moderate
60,Male,Moderate,Vegetarian,2.9,53,4.3,5.8,5.9,High
56,Other,Moderate,Keto,6.3,23,5.3,6.5,2.6,Moderate
44,Other,High,Vegetarian,6.7,23,4.2,2.3,8.5,Moderate
46,Female,Moderate,Junk Food,4.2,20,3.2,4.8,8.0,High
64,Male,High,Vegetarian,6.4,44,3.5,4.0,7.8,Moderate
55,Female,High,Keto,8.3,45,3.3,4.2,8.3,High
37,Other,Low,Keto,9.6,30,5.3,1.8,3.0,High
44,Male,High,Vegan,8.0,42,7.4,2.4,7.6,Moderate
58,Other,Moderate,Keto,6.0,21,7.5,2.5,4.2,Moderate
37,Other,High,Vegetarian,8.4,38,2.3,4.4,7.0,Low
